epoch,train_loss,train_mae_norm,val_loss,val_mae_norm,lr
32,0.00452577,0.06659224,0.00489067,0.06836459,0.0008919548819342568
33,0.00421153,0.06336965,0.00453701,0.06534474,0.0008853713647665065
34,0.00424216,0.06406487,0.00441223,0.06434523,0.0008786190302980521
35,0.00418417,0.06389312,0.00451964,0.06508434,0.0008717008403259583
36,0.00434147,0.0652456,0.00468811,0.06642596,0.0008646198293969948
37,0.00442522,0.06549647,0.00486453,0.06796696,0.0008573791034765851
38,0.00422216,0.0633649,0.00473904,0.06679971,0.000849981838586426
39,0.00418388,0.06319697,0.00446443,0.06460188,0.0008424312794113799
40,0.00404553,0.06177107,0.00447927,0.06469614,0.0008347307378762496
41,0.00414777,0.06279309,0.00459329,0.06563066,0.0008268835916930577
42,0.00395991,0.06071247,0.00457706,0.06553468,0.0008188932828794705
43,0.00400639,0.06127465,0.00448008,0.06474474,0.0008107633162490161
44,0.00401672,0.0610044,0.00450684,0.06491075,0.0008024972578737563
45,0.00396858,0.06070708,0.00450018,0.06483568,0.0007940987335200903
46,0.00395964,0.06088221,0.00446764,0.0646078,0.0007855714270583738
47,0.00398694,0.06103,0.00447844,0.06474479,0.0007769190788470505
48,0.00371037,0.05812367,0.00443414,0.06441952,0.0007681454840920089
49,0.00396191,0.06033906,0.00435731,0.06381399,0.0007592544911818787
50,0.0042224,0.06258773,0.00421872,0.06287163,0.0007502500000000002
51,0.003807,0.05858239,0.00424296,0.06299821,0.0007411359602138069
52,0.00388684,0.05974209,0.00436659,0.06380755,0.0007319163695423711
53,0.00380065,0.05821436,0.00439663,0.06404056,0.0007225952720028713
54,0.00390139,0.05933233,0.00436571,0.06384162,0.0007131767561367538
55,0.0037477,0.05801889,0.00430191,0.06344441,0.0007036649532163622
56,0.00377011,0.05866799,0.00421125,0.06285895,0.0006940640354328254
57,0.00384444,0.05853306,0.00420727,0.06282813,0.0006843782140659967
58,0.003859,0.05924751,0.00425707,0.06316388,0.0006746117376372467
59,0.00372253,0.05763788,0.00440304,0.06418971,0.0006647688900459223
60,0.00380808,0.05794032,0.00430677,0.06344597,0.0006548539886902863
61,0.00377183,0.05748926,0.00416669,0.06248445,0.0006448713825737636
62,0.00372723,0.05805609,0.00417079,0.06248035,0.0006348254503973252
63,0.00373876,0.05752971,0.00416527,0.06244293,0.0006247205986388449
64,0.00390494,0.05892491,0.00416869,0.06248283,0.0006145612596202726
65,0.003599,0.0558607,0.00424176,0.06294688,0.0006043518895634708
66,0.00385978,0.05844683,0.00423288,0.06288776,0.0005940969666355695
67,0.00378039,0.05775838,0.00424547,0.06295425,0.000583800988984693
68,0.00365979,0.05666785,0.00417891,0.06250575,0.0005734684727669245
69,0.00383128,0.05815785,0.00417907,0.06250044,0.0005631039501653698
70,0.00380128,0.05792308,0.00419928,0.06261195,0.0005527119674021929
71,0.00359176,0.05581355,0.0041942,0.06261576,0.0005422970827444914
72,0.00377718,0.05780723,0.00415584,0.06241404,0.000531863864504892
73,0.00385846,0.05855607,0.00412383,0.06223392,0.0005214168890377352
74,0.00369853,0.05709757,0.00414852,0.06238051,0.0005109607387317367
75,0.00358057,0.05618561,0.00423488,0.06289663,0.0005004999999999999
76,0.00358726,0.05572735,0.00433395,0.06357893,0.0004900392612682633
77,0.00392628,0.05907762,0.00429471,0.0632729,0.00047958311096226466
78,0.00363394,0.05608198,0.0041942,0.06256267,0.00046913613549510796
79,0.00376527,0.05745127,0.00410735,0.06204828,0.00045870291725550827
80,0.00371407,0.05751761,0.00414322,0.06225586,0.0004482880325978071
81,0.00366115,0.05671871,0.00417999,0.06249459,0.00043789604983463
82,0.00374779,0.05751398,0.00420161,0.06264313,0.0004275315272330755
83,0.00366342,0.0565192,0.00417524,0.06250369,0.00041719901101530676
84,0.003729,0.05722018,0.00413961,0.06229614,0.0004069030333644305
85,0.00370529,0.05699533,0.00412656,0.06223423,0.0003966481104365291
86,0.00367198,0.05730664,0.00415744,0.06240809,0.0003864387403797275
87,0.00355472,0.05579552,0.00418884,0.06260083,0.00037627940136115507
88,0.00370959,0.0570576,0.00417928,0.06252705,0.0003661745496026749
89,0.00363722,0.05676642,0.00414187,0.0622893,0.00035612861742623627
90,0.00367417,0.05685678,0.00414671,0.06229599,0.0003461460113097137
91,0.00379971,0.05767571,0.00413979,0.06225886,0.0003362311099540776
92,0.00360853,0.05604593,0.00415854,0.06235807,0.00032638826236275337
93,0.00372398,0.05715204,0.00419803,0.06259816,0.0003166217859340035
94,0.00377046,0.05739774,0.00421153,0.06268842,0.0003069359645671746
95,0.00355478,0.05537694,0.00415255,0.06230788,0.0002973350467836378
96,0.00358412,0.05592523,0.00409602,0.06200201,0.00028782324386324626
97,0.00365724,0.05616084,0.00408694,0.06199293,0.0002784047279971289
98,0.00368024,0.05645761,0.00411771,0.06218147,0.00026908363045762923
99,0.00354645,0.05555853,0.0041452,0.06235973,0.00025986403978619317
100,0.00370833,0.05701176,0.00414906,0.06239312,0.0002507499999999999
101,0.00364951,0.05632567,0.00413305,0.06229009,0.0002417455088181215
102,0.00351945,0.05521712,0.00412327,0.06222534,0.00023285451590799124
103,0.00368495,0.05667935,0.00412226,0.062208,0.00022408092115294964
104,0.0035328,0.05530576,0.00411295,0.06213935,0.00021542857294162636
105,0.0036156,0.05615558,0.00411844,0.06216555,0.00020690126647990968
106,0.00350053,0.05513443,0.00411932,0.06217066,0.00019850274212624374
107,0.00357272,0.0557152,0.00414394,0.06230118,0.00019023668375098399
108,0.00359243,0.05597723,0.00415751,0.06238941,0.00018210671712052946
109,0.00352666,0.0552025,0.00414729,0.06231694,0.00017411640830694247
110,0.00370581,0.05726554,0.00412814,0.06218952,0.0001662692621237503
111,0.0034863,0.05485694,0.0041185,0.06211928,0.00015856872058862
112,0.00355599,0.05576625,0.00411965,0.06211451,0.00015101816141357396
113,0.00356689,0.05568224,0.0041154,0.06209041,0.00014362089652341484
114,0.00367573,0.05663072,0.00411843,0.06210541,0.00013638017060300505
115,0.00364937,0.05609841,0.00410746,0.06205149,0.00012929915967404152
116,0.00364117,0.05626988,0.0041032,0.06203293,0.00012238096970194773
117,0.00359902,0.05589596,0.00409608,0.06199797,0.00011562863523349333
118,0.00355235,0.05540215,0.00409407,0.06198499,0.00010904511806574305
119,0.00352653,0.05498028,0.00409073,0.06196306,0.00010263330594691402
120,0.00355319,0.05569386,0.00409243,0.06196828,9.63960113097138e-05
121,0.00354412,0.05579314,0.00409536,0.06200103,9.033597003771482e-05
122,0.0035,0.05510493,0.00409602,0.06200727,8.445584026530532e-05
